CODIGO_REGIONAL,NOMBRE_REGIONAL,CODIGO_CENTRO,NOMBRE_CENTRO,IDENTIFICADOR_UNICO_FICHA,FECHA_INICIO_FICHA,FECHA_TERMINACION_FICHA,CODIGO_PROGRAMA,VERSION_PROGRAMA,NOMBRE_PROGRAMA_FORMACION,NIVEL_FORMACION,MODALIDAD_FORMACION,TOTAL_APRENDICES_MATRICULADOS,DESERTORES_AÑO_ACTUAL,PERIODO
73,"""REGIONAL TOLIMA""",9226,"""CENTRO DE INDUSTRIA Y CONSTRUCCION""",12773592,"""10/07/2023""","""09/07/2024""","""832422""",1,"""INSTALACION Y REPARACION DE RED DE FIBRA OPTICA""","""TECNICO""","""PRESENCIAL""",28,6,202402
91,"""REGIONAL AMAZONAS""",9517,"""CENTRO PARA LA BIODIVERSIDAD Y EL TURISMO DEL AMAZONAS""",12913870,"""19/02/2024""","""01/03/2024""","""22410065""",1,"""ELECTRICIDAD BASICA""","""CURSO ESPECIAL""","""PRESENCIAL""",22,0,202402
52,"""REGIONAL NARIÑO""",9535,"""CENTRO AGROINDUSTRIAL Y PESQUERO DE LA COSTA PACIFICA""",12716975,"""21/02/2023""","""30/11/2024""","""733174""",2,"""CULTIVOS AGRICOLAS""","""TECNICO""","""PRESENCIAL""",18,0,202402
19,"""REGIONAL CAUCA""",9307,"""CENTRO DE COMERCIO Y SERVICIOS""",12924620,"""23/02/2024""","""15/12/2025""","""233103""",1,"""CONTROL DE LA SEGURIDAD DIGITAL.""","""TECNICO""","""PRESENCIAL""",29,0,202402
54,"""REGIONAL NORTE DE SANTANDER""",9119,"""CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO""",12773021,"""10/07/2023""","""09/10/2024""","""733410""",101,"""PRODUCCION AGROPECUARIA""","""TECNICO""","""PRESENCIAL""",20,1,202402
63,"""REGIONAL QUINDIO""",9120,"""CENTRO AGROINDUSTRIAL""",12908665,"""07/02/2024""","""11/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,6,202402
11,"""REGIONAL DISTRITO CAPITAL""",9216,"""CENTRO DE DISEÑO Y METROLOGIA""",12923177,"""23/02/2024""","""21/03/2024""","""83210128""",1,"""DISEÑO Y CONSTRUCCION DE TABLEROS DE DISTRIBUCION""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
76,"""REGIONAL VALLE""",9126,"""CENTRO NAUTICO PESQUERO DE BUENAVENTURA""",12822315,"""02/10/2023""","""31/12/2024""","""135303""",1,"""ATENCION INTEGRAL AL CLIENTE""","""TECNICO""","""PRESENCIAL""",30,0,202402
25,"""REGIONAL CUNDINAMARCA""",9509,"""CENTRO DE DESARROLLO AGROINDUSTRIAL Y EMPRESARIAL""",12916250,"""22/02/2024""","""29/03/2024""","""96151537""",2,"""ELABORACION DE QUESOS FRESCOS""","""CURSO ESPECIAL""","""PRESENCIAL""",27,0,202402
50,"""REGIONAL META""",9532,"""CENTRO DE INDUSTRIA Y SERVICIOS DEL META""",12718579,"""06/03/2023""","""30/11/2024""","""134400""",2,"""ASISTENCIA EN ORGANIZACION DE ARCHIVOS .""","""TECNICO""","""PRESENCIAL""",35,0,202402
15,"""REGIONAL BOYACA""",9305,"""CENTRO DE GESTION ADMINISTRATIVA Y FORTALECIMIENTO EMPRESARIAL""",12693740,"""01/03/2023""","""13/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",21,0,202402
73,"""REGIONAL TOLIMA""",9226,"""CENTRO DE INDUSTRIA Y CONSTRUCCION""",12914919,"""15/02/2024""","""26/02/2024""","""33110233""",2,"""PRIMEROS AUXILIOS""","""CURSO ESPECIAL""","""PRESENCIAL""",35,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9406,"""CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS""",12916108,"""15/02/2024""","""23/02/2024""","""63550051""",1,"""COCINA BASICA NIVEL 1""","""CURSO ESPECIAL""","""PRESENCIAL""",20,9,202402
11,"""REGIONAL DISTRITO CAPITAL""",9404,"""CENTRO DE GESTION ADMINISTRATIVA""",12711838,"""17/04/2023""","""16/04/2025""","""621201""",102,"""GESTION EMPRESARIAL""","""TECNOLOGO""","""PRESENCIAL""",26,1,202402
76,"""REGIONAL VALLE""",9124,"""CENTRO AGROPECUARIO DE BUGA""",12895502,"""04/12/2023""","""03/03/2026""","""222319""",1,"""PREVENCION Y CONTROL AMBIENTAL""","""TECNOLOGO""","""A DISTANCIA""",26,0,202402
86,"""REGIONAL PUTUMAYO""",9518,"""CENTRO AGROFORESTAL Y ACUICOLA ARAPAIMA""",12876590,"""22/01/2024""","""21/01/2026""","""122115""",100,"""GESTION ADMINISTRATIVA""","""TECNOLOGO""","""PRESENCIAL""",25,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9405,"""CENTRO DE SERVICIOS FINANCIEROS""",12702935,"""16/02/2023""","""16/12/2024""","""134101""",2,"""ASISTENCIA ADMINISTRATIVA .""","""TECNICO""","""PRESENCIAL""",28,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9215,"""CENTRO DE MATERIALES Y ENSAYOS""",12669918,"""23/01/2023""","""22/04/2024""","""834401""",2,"""CARPINTERIA METALICA""","""TECNICO""","""PRESENCIAL""",9,0,202402
44,"""REGIONAL GUAJIRA""",9524,"""CENTRO AGROEMPRESARIAL Y ACUICOLA""",12671686,"""23/01/2023""","""22/04/2024""","""134101""",2,"""ASISTENCIA ADMINISTRATIVA .""","""TECNICO""","""PRESENCIAL""",21,0,202402
5,"""REGIONAL ANTIOQUIA""",9301,"""CENTRO DE COMERCIO""",12721682,"""27/03/2023""","""26/06/2025""","""124100""",1,"""DESARROLLO PUBLICITARIO""","""TECNOLOGO""","""VIRTUAL""",22,2,202402
41,"""REGIONAL HUILA""",9528,"""CENTRO DE GESTION Y DESARROLLO SOSTENIBLE SURCOLOMBIANO""",12771171,"""10/07/2023""","""09/01/2025""","""331120""",3,"""ENFERMERIA.""","""TECNICO""","""PRESENCIAL""",25,0,202402
8,"""REGIONAL ATLANTICO""",9208,"""CENTRO INDUSTRIAL Y DE AVIACION""",12717529,"""06/03/2023""","""16/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",34,0,202402
73,"""REGIONAL TOLIMA""",9310,"""CENTRO DE COMERCIO Y SERVICIOS""",12908412,"""07/02/2024""","""11/03/2024""","""52210016""",1,"""FOTOGRAFIA BASICA DE PRODUCTOS PARA REDES SOCIALES.""","""CURSO ESPECIAL""","""VIRTUAL""",80,7,202402
47,"""REGIONAL MAGDALENA""",9529,"""CENTRO DE LOGISTICA Y PROMOCION ECOTURISTICA DEL MAGDALENA""",12698545,"""08/02/2023""","""16/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",31,0,202402
19,"""REGIONAL CAUCA""",9113,"""CENTRO AGROPECUARIO""",12916840,"""16/02/2024""","""21/03/2024""","""33130161""",1,"""SISTEMA DE GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO SG-SST""","""CURSO ESPECIAL""","""VIRTUAL""",80,2,202402
63,"""REGIONAL QUINDIO""",9120,"""CENTRO AGROINDUSTRIAL""",12876118,"""22/01/2024""","""21/01/2025""","""221109""",2,"""ANALISIS DE MUESTRAS QUIMICAS""","""TECNICO""","""PRESENCIAL""",20,2,202402
68,"""REGIONAL SANTANDER""",9224,"""CENTRO INDUSTRIAL DE MANTENIMIENTO INTEGRAL""",12823926,"""02/10/2023""","""31/12/2024""","""834258""",1,"""SOLDADURA DE PRODUCTOS METALICOS EN PLATINA""","""TECNICO""","""PRESENCIAL""",26,7,202402
73,"""REGIONAL TOLIMA""",9226,"""CENTRO DE INDUSTRIA Y CONSTRUCCION""",12658499,"""17/10/2022""","""16/01/2024""","""838318""",1,"""MANTENIMIENTO DE MOTOCICLETAS Y MOTOCARROS.""","""TECNICO""","""PRESENCIAL""",26,0,202402
27,"""REGIONAL CHOCO""",9522,"""CENTRO DE RECURSOS NATURALES, INDUSTRIA Y BIODIVERSIDAD""",12925116,"""24/02/2024""","""28/02/2024""","""76130569""",2,"""BUENAS PRACTICAS AGRICOLAS.""","""CURSO ESPECIAL""","""PRESENCIAL""",27,0,202402
8,"""REGIONAL ATLANTICO""",9208,"""CENTRO INDUSTRIAL Y DE AVIACION""",12699543,"""06/02/2023""","""05/05/2025""","""522309""",1,"""DESARROLLO DE MEDIOS GRAFICOS VISUALES""","""TECNOLOGO""","""PRESENCIAL""",26,1,202402
25,"""REGIONAL CUNDINAMARCA""",9513,"""CENTRO DE DESARROLLO AGROEMPRESARIAL""",12929013,"""27/02/2024""","""06/03/2024""","""41311435""",1,"""TECNICAS DE PREPARACION DE BEBIDAS A BASE DE CAFE""","""CURSO ESPECIAL""","""PRESENCIAL""",24,0,202402
17,"""REGIONAL CALDAS""",9112,"""CENTRO PARA LA FORMACION CAFETERA""",12928014,"""26/02/2024""","""27/06/2024""","""96151388""",1,"""TRANSFORMAR TECNICAMENTE FRUTAS Y HORTALIZAS""","""CURSO ESPECIAL""","""PRESENCIAL""",26,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9406,"""CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS""",12620491,"""06/10/2022""","""05/01/2025""","""921700""",2,"""CONTROL DE CALIDAD EN LA INDUSTRIA DE ALIMENTOS""","""TECNOLOGO""","""PRESENCIAL""",13,0,202402
8,"""REGIONAL ATLANTICO""",9302,"""CENTRO DE COMERCIO Y SERVICIOS""",12919145,"""06/02/2024""","""29/02/2024""","""96151529""",2,"""HIGIENE Y MANIPULACION DE ALIMENTOS.""","""CURSO ESPECIAL""","""PRESENCIAL""",40,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9214,"""CENTRO METALMECANICO""",12906948,"""06/02/2024""","""08/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,3,202402
41,"""REGIONAL HUILA""",9526,"""CENTRO DE DESARROLLO AGROEMPRESARIAL Y TURISTICO DEL HUILA""",12731502,"""16/03/2023""","""16/12/2024""","""838200""",1,"""MANTENIMIENTO ELECTRICO Y CONTROL ELECTRONICO DE AUTOMOTORES""","""TECNICO""","""PRESENCIAL""",34,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9405,"""CENTRO DE SERVICIOS FINANCIEROS""",12910844,"""09/02/2024""","""13/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,3,202402
20,"""REGIONAL CESAR""",9521,"""CENTRO DE OPERACION Y MANTENIMIENTO MINERO""",12739670,"""30/03/2023""","""13/12/2024""","""222321""",1,"""PROMOTORIA EN MANEJO AMBIENTAL""","""TECNICO""","""PRESENCIAL""",22,0,202402
8,"""REGIONAL ATLANTICO""",9208,"""CENTRO INDUSTRIAL Y DE AVIACION""",12620679,"""06/10/2022""","""05/01/2025""","""524300""",1,"""DESARROLLO DE COLECCIONES PARA LA INDUSTRIA DE LA MODA.""","""TECNOLOGO""","""PRESENCIAL""",24,0,202402
41,"""REGIONAL HUILA""",9528,"""CENTRO DE GESTION Y DESARROLLO SOSTENIBLE SURCOLOMBIANO""",12922895,"""22/02/2024""","""28/11/2025""","""838200""",1,"""MANTENIMIENTO ELECTRICO Y CONTROL ELECTRONICO DE AUTOMOTORES""","""TECNICO""","""PRESENCIAL""",29,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9406,"""CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS""",12909550,"""08/02/2024""","""12/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,1,202402
54,"""REGIONAL NORTE DE SANTANDER""",9537,"""CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS""",12715109,"""21/03/2023""","""06/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",26,0,202402
8,"""REGIONAL ATLANTICO""",9302,"""CENTRO DE COMERCIO Y SERVICIOS""",12905165,"""01/02/2024""","""28/02/2024""","""11220133""",2,"""AUDITORIA INTERNA DE CALIDAD - NTC ISO 9001""","""CURSO ESPECIAL""","""VIRTUAL""",80,60,202402
11,"""REGIONAL DISTRITO CAPITAL""",9403,"""CENTRO DE FORMACION DE TALENTO HUMANO EN SALUD""",12449327,"""24/01/2022""","""23/04/2024""","""121104""",1,"""GESTION ADMINISTRATIVA DEL SECTOR SALUD.""","""TECNOLOGO""","""PRESENCIAL""",18,0,202402
63,"""REGIONAL QUINDIO""",9231,"""CENTRO PARA EL DESARROLLO TECNOLOGICO DE LA CONSTRUCCION Y LA INDUSTRIA""",12906264,"""05/02/2024""","""01/03/2024""","""83810343""",1,"""DESCRIPCION Y FUNCIONAMIENTO DEL MOTOR DE COMBUSTION INTERNA A GASOLINA (ARQUITECTURA)""","""CURSO ESPECIAL""","""VIRTUAL""",80,4,202402
66,"""REGIONAL RISARALDA""",9308,"""CENTRO DE COMERCIO Y SERVICIOS""",12711093,"""17/04/2023""","""16/07/2024""","""637200""",1,""".ATENCION INTEGRAL A LA PRIMERA INFANCIA""","""TECNICO""","""PRESENCIAL""",24,0,202402
17,"""REGIONAL CALDAS""",9515,"""CENTRO PECUARIO Y AGROEMPRESARIAL""",12720323,"""06/03/2023""","""16/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",28,0,202402
41,"""REGIONAL HUILA""",9527,"""CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS""",12915740,"""22/02/2024""","""30/11/2025""","""233104""",2,"""PROGRAMACION DE SOFTWARE .""","""TECNICO""","""PRESENCIAL""",28,0,202402
13,"""REGIONAL BOLIVAR""",9104,"""CENTRO AGROEMPRESARIAL Y MINERO""",12924669,"""28/02/2024""","""26/03/2024""","""11210051""",1,"""DESARROLLO DE LA INTELIGENCIA EMOCIONAL EN LO PERSONAL Y LABORAL.""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
54,"""REGIONAL NORTE DE SANTANDER""",9537,"""CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS""",12618160,"""06/10/2022""","""05/01/2025""","""123101""",1,"""GESTION CONTABLE Y DE INFORMACION FINANCIERA""","""TECNOLOGO""","""PRESENCIAL""",19,0,202402
76,"""REGIONAL VALLE""",9229,"""CENTRO DE DISEÑO TECNOLOGICO INDUSTRIAL""",12675928,"""21/11/2022""","""21/06/2024""","""228123""",1,"""PROGRAMACION DE APLICACIONES PARA DISPOSITIVOS MOVILES""","""TECNICO""","""VIRTUAL""",10,1,202402
17,"""REGIONAL CALDAS""",9219,"""CENTRO DE AUTOMATIZACION INDUSTRIAL""",12773874,"""10/07/2023""","""09/10/2024""","""225223""",1,"""MODELADO DIGITAL DE PRODUCTOS INDUSTRIALES""","""TECNICO""","""PRESENCIAL""",23,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9508,"""CENTRO DE FORMACION EN ACTIVIDAD FISICA Y CULTURA""",12931288,"""28/02/2024""","""26/03/2024""","""51320102""",1,"""FUNDAMENTACION EN TECNICA VOCAL""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
73,"""REGIONAL TOLIMA""",9310,"""CENTRO DE COMERCIO Y SERVICIOS""",12694414,"""23/01/2023""","""16/06/2024""","""822202""",1,"""GESTION LOGISTICA""","""TECNOLOGO""","""PRESENCIAL""",34,0,202402
76,"""REGIONAL VALLE""",9543,"""CENTRO DE TECNOLOGIAS AGROINDUSTRIALES""",12912193,"""22/02/2024""","""09/05/2024""","""73310018""",1,"""PRACTICAS DE CALIDAD PARA EL BENEFICIO DEL CAFE""","""CURSO ESPECIAL""","""PRESENCIAL""",15,0,202402
19,"""REGIONAL CAUCA""",9307,"""CENTRO DE COMERCIO Y SERVICIOS""",12875712,"""22/01/2024""","""21/04/2026""","""121104""",1,"""GESTION ADMINISTRATIVA DEL SECTOR SALUD.""","""TECNOLOGO""","""PRESENCIAL""",30,0,202402
8,"""REGIONAL ATLANTICO""",9207,"""CENTRO NACIONAL COLOMBO ALEMAN""",12929018,"""27/02/2024""","""29/03/2024""","""51240090""",1,"""ENGLISH DOES WORK - LEVEL 4""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
85,"""REGIONAL CASANARE""",9519,"""CENTRO AGROINDUSTRIAL Y FORTALECIMIENTO EMPRESARIAL DE CASANARE""",12675336,"""23/01/2023""","""22/01/2025""","""122115""",100,"""GESTION ADMINISTRATIVA""","""TECNOLOGO""","""PRESENCIAL""",26,0,202402
41,"""REGIONAL HUILA""",9527,"""CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS""",12927641,"""27/02/2024""","""29/03/2024""","""51240090""",1,"""ENGLISH DOES WORK - LEVEL 4""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
13,"""REGIONAL BOLIVAR""",9304,"""CENTRO DE COMERCIO Y SERVICIOS""",12805921,"""14/08/2023""","""14/11/2025""","""228118""",1,"""ANALISIS Y DESARROLLO DE SOFTWARE.""","""TECNOLOGO""","""VIRTUAL""",44,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9212,"""CENTRO DE MANUFACTURA EN TEXTILES Y CUERO""",12711390,"""17/04/2023""","""16/07/2024""","""935301""",1,"""FABRICACION INDUSTRIAL DE MARROQUINERIA""","""TECNICO""","""PRESENCIAL""",21,1,202402
25,"""REGIONAL CUNDINAMARCA""",9513,"""CENTRO DE DESARROLLO AGROEMPRESARIAL""",12927258,"""27/02/2024""","""29/03/2024""","""51240091""",1,"""ENGLISH DOES WORK - LEVEL 5""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
19,"""REGIONAL CAUCA""",9113,"""CENTRO AGROPECUARIO""",12773978,"""10/07/2023""","""09/07/2025""","""722143""",1,"""PRODUCCION AGROPECUARIA ECOLOGICA""","""TECNOLOGO""","""PRESENCIAL""",23,0,202402
44,"""REGIONAL GUAJIRA""",9222,"""CENTRO INDUSTRIAL Y DE ENERGIAS ALTERNATIVAS""",12823000,"""02/10/2023""","""01/10/2025""","""122115""",100,"""GESTION ADMINISTRATIVA""","""TECNOLOGO""","""PRESENCIAL""",30,0,202402
73,"""REGIONAL TOLIMA""",9226,"""CENTRO DE INDUSTRIA Y CONSTRUCCION""",12923052,"""28/02/2024""","""27/03/2024""","""21720017""",2,"""CRM - LA ADMINISTRACION DE LA RELACION CON LOS CLIENTES""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
25,"""REGIONAL CUNDINAMARCA""",9232,"""CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA""",12732085,"""17/03/2023""","""13/12/2024""","""832102""",1,"""ELECTRICISTA INDUSTRIAL""","""TECNICO""","""PRESENCIAL""",22,0,202402
25,"""REGIONAL CUNDINAMARCA""",9509,"""CENTRO DE DESARROLLO AGROINDUSTRIAL Y EMPRESARIAL""",12929993,"""27/02/2024""","""29/03/2024""","""33110059""",4,"""HUMANIZACION DE LA ATENCION EN SALUD""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
95,"""REGIONAL GUAVIARE""",9533,"""CENTRO DE DESARROLLO AGROINDUSTRIAL, TURISTICO Y TECNOLOGICO DEL GUAVIARE""",12848525,"""07/11/2023""","""06/11/2025""","""121202""",101,"""GESTION BANCARIA Y DE ENTIDADES FINANCIERAS""","""TECNOLOGO""","""PRESENCIAL""",24,0,202402
54,"""REGIONAL NORTE DE SANTANDER""",9119,"""CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO""",12912280,"""12/02/2024""","""29/02/2024""","""13310080""",1,"""APLICACION DE OPERACIONES CONTABLES BASICAS""","""CURSO ESPECIAL""","""PRESENCIAL""",29,0,202402
76,"""REGIONAL VALLE""",9125,"""CENTRO LATINOAMERICANO DE ESPECIES MENORES""",12913872,"""16/02/2024""","""29/11/2024""","""73340239""",3,"""PRODUCCION AGROPECUARIA ECOLOGICA PARA LA SOBERANIA ALIMENTARIA""","""CURSO ESPECIAL""","""PRESENCIAL""",25,0,202402
66,"""REGIONAL RISARALDA""",9121,"""CENTRO ATENCION SECTOR AGROPECUARIO""",12773845,"""10/07/2023""","""09/10/2025""","""722148""",1,"""GESTION DE LA PRODUCCION AGRICOLA""","""TECNOLOGO""","""PRESENCIAL""",16,0,202402
54,"""REGIONAL NORTE DE SANTANDER""",9537,"""CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS""",12712948,"""21/03/2023""","""06/12/2024""","""134101""",2,"""ASISTENCIA ADMINISTRATIVA .""","""TECNICO""","""PRESENCIAL""",40,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9212,"""CENTRO DE MANUFACTURA EN TEXTILES Y CUERO""",12914507,"""14/02/2024""","""14/03/2024""","""93530220""",1,"""ELABORACION DE PORTADOCUMENTOS EN CUERO""","""CURSO ESPECIAL""","""PRESENCIAL""",22,0,202402
20,"""REGIONAL CESAR""",9114,"""CENTRO BIOTECNOLOGICO DEL CARIBE""",12877038,"""22/01/2024""","""21/04/2026""","""921700""",2,"""CONTROL DE CALIDAD EN LA INDUSTRIA DE ALIMENTOS""","""TECNOLOGO""","""PRESENCIAL""",15,1,202402
11,"""REGIONAL DISTRITO CAPITAL""",9214,"""CENTRO METALMECANICO""",12771538,"""10/07/2023""","""09/10/2024""","""837101""",1,"""MECANICA DE MAQUINARIA INDUSTRIAL""","""TECNICO""","""PRESENCIAL""",19,0,202402
5,"""REGIONAL ANTIOQUIA""",9502,"""COMPLEJO TECNOLOGICO MINERO AGROEMPRESARIAL""",12907286,"""06/02/2024""","""08/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,4,202402
11,"""REGIONAL DISTRITO CAPITAL""",9209,"""CENTRO DE TECNOLOGIAS PARA LA CONSTRUCCION Y LA MADERA""",12724921,"""27/03/2023""","""26/06/2024""","""133302""",1,"""SERVICIOS Y OPERACIONES MICROFINANCIERAS""","""TECNICO""","""VIRTUAL""",20,0,202402
76,"""REGIONAL VALLE""",9544,"""CENTRO DE BIOTECNOLOGIA INDUSTRIAL""",12915678,"""20/02/2024""","""30/04/2024""","""41311522""",1,"""APLICACION DE LA ARQUITECTURA TRANSMEDIA EN LA ESCRITURA DE GUIONES""","""CURSO ESPECIAL""","""PRESENCIAL""",21,0,202402
19,"""REGIONAL CAUCA""",9221,"""CENTRO DE TELEINFORMATICA Y PRODUCCION INDUSTRIAL""",12703135,"""20/02/2023""","""13/12/2024""","""134102""",1,"""EMPRENDIMIENTO Y FOMENTO EMPRESARIAL""","""TECNICO""","""PRESENCIAL""",29,0,202402
5,"""REGIONAL ANTIOQUIA""",9101,"""CENTRO DE LOS RECURSOS NATURALES RENOVABLES - LA SALADA""",12717734,"""03/03/2023""","""16/12/2024""","""633100""",1,"""OPERACION TURISTICA LOCAL""","""TECNICO""","""PRESENCIAL""",23,0,202402
88,"""REGIONAL SAN ANDRES""",9539,"""CENTRO DE FORMACION TURISTICA GENTE DE MAR Y DE SERVICIOS""",12834471,"""11/09/2023""","""10/12/2024""","""133100""",2,"""CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.""","""TECNICO""","""VIRTUAL""",54,0,202402
5,"""REGIONAL ANTIOQUIA""",9402,"""CENTRO DE SERVICIOS Y GESTION EMPRESARIAL""",12795564,"""17/07/2023""","""17/10/2025""","""124100""",1,"""DESARROLLO PUBLICITARIO""","""TECNOLOGO""","""VIRTUAL""",48,1,202402
15,"""REGIONAL BOYACA""",9305,"""CENTRO DE GESTION ADMINISTRATIVA Y FORTALECIMIENTO EMPRESARIAL""",12693759,"""01/03/2023""","""13/12/2024""","""633409""",1,"""SERVICIOS DE ALOJAMIENTO""","""TECNICO""","""PRESENCIAL""",37,0,202402
66,"""REGIONAL RISARALDA""",9223,"""CENTRO DE DISEÑO E INNOVACION TECNOLOGICA INDUSTRIAL""",12876674,"""22/01/2024""","""21/04/2025""","""524704""",1,"""INTEGRACION DE CONTENIDOS DIGITALES.""","""TECNICO""","""PRESENCIAL""",23,3,202402
20,"""REGIONAL CESAR""",9520,"""CENTRO AGROEMPRESARIAL""",12671394,"""23/01/2023""","""22/01/2024""","""836114""",1,"""CONSTRUCCION DE EDIFICACIONES""","""TECNICO""","""PRESENCIAL""",27,0,202402
73,"""REGIONAL TOLIMA""",9123,"""CENTRO AGROPECUARIO LA GRANJA""",12694919,"""23/01/2023""","""30/11/2024""","""936161""",1,"""AGROINDUSTRIA ALIMENTARIA""","""TECNICO""","""PRESENCIAL""",24,0,202402
25,"""REGIONAL CUNDINAMARCA""",9232,"""CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA""",12915360,"""23/02/2024""","""19/04/2024""","""73311563""",3,"""MANEJO RACIONAL DE PLAGUICIDAS""","""CURSO ESPECIAL""","""PRESENCIAL""",28,0,202402
25,"""REGIONAL CUNDINAMARCA""",9510,"""CENTRO AGROECOLOGICO Y EMPRESARIAL""",12712443,"""25/02/2023""","""20/12/2024""","""733193""",1,"""SISTEMAS AGROPECUARIOS ECOLOGICOS.""","""TECNICO""","""PRESENCIAL""",17,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9213,"""CENTRO DE TECNOLOGIAS DEL TRANSPORTE""",12742791,"""17/04/2023""","""16/07/2024""","""837304""",1,"""MANTENIMIENTO DE EQUIPO PESADO PARA INFRAESTRUCTURA, MINERIA Y TRANSPORTE.""","""TECNICO""","""PRESENCIAL""",30,0,202402
20,"""REGIONAL CESAR""",9520,"""CENTRO AGROEMPRESARIAL""",12827223,"""02/10/2023""","""31/12/2025""","""123101""",1,"""GESTION CONTABLE Y DE INFORMACION FINANCIERA""","""TECNOLOGO""","""PRESENCIAL""",23,1,202402
11,"""REGIONAL DISTRITO CAPITAL""",9217,"""CENTRO PARA LA INDUSTRIA DE LA COMUNICACION GRAFICA""",12904889,"""10/02/2024""","""09/03/2024""","""52410368""",1,"""CREACION DE FOTOMONTAJES EN PHOTOSHOP""","""CURSO ESPECIAL""","""PRESENCIAL""",30,0,202402
41,"""REGIONAL HUILA""",9527,"""CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS""",12919917,"""20/02/2024""","""22/03/2024""","""62360005""",1,"""CARACTERIZACION DE AUDIENCIA PARA CAMPAÑAS DIGITALES""","""CURSO ESPECIAL""","""VIRTUAL""",80,2,202402
50,"""REGIONAL META""",9117,"""CENTRO AGROINDUSTRIAL DEL META""",12729185,"""16/03/2023""","""31/03/2024""","""836114""",1,"""CONSTRUCCION DE EDIFICACIONES""","""TECNICO""","""PRESENCIAL""",19,0,202402
20,"""REGIONAL CESAR""",9521,"""CENTRO DE OPERACION Y MANTENIMIENTO MINERO""",12731815,"""18/03/2023""","""13/12/2024""","""133100""",2,"""CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.""","""TECNICO""","""PRESENCIAL""",26,0,202402
5,"""REGIONAL ANTIOQUIA""",9504,"""COMPLEJO TECNOLOGICO AGROINDUSTRIAL, PECUARIO Y TURISTICO""",12879778,"""20/11/2023""","""19/02/2026""","""124100""",1,"""DESARROLLO PUBLICITARIO""","""TECNOLOGO""","""VIRTUAL""",35,2,202402
