CODIGO_REGIONAL,NOMBRE_REGIONAL,CODIGO_CENTRO,NOMBRE_CENTRO,IDENTIFICADOR_UNICO_FICHA,FECHA_INICIO_FICHA,FECHA_TERMINACION_FICHA,CODIGO_PROGRAMA,VERSION_PROGRAMA,NOMBRE_PROGRAMA_FORMACION,NIVEL_FORMACION,MODALIDAD_FORMACION,TOTAL_APRENDICES_MATRICULADOS,DESERTORES_AÑO_ACTUAL,PERIODO,tasa_desercion,duracion_dias,duracion_meses,mes_inicio,año_inicio,tiene_desercion
91,REGIONAL AMAZONAS,9517,CENTRO PARA LA BIODIVERSIDAD Y EL TURISMO DEL AMAZONAS,12913870,2024-02-19,2024-03-01,22410065,1,ELECTRICIDAD BASICA,CURSO ESPECIAL,PRESENCIAL,22,0,202402,0,11,0.4,2,2024,FALSE
52,REGIONAL NARIÑO,9535,CENTRO AGROINDUSTRIAL Y PESQUERO DE LA COSTA PACIFICA,12716975,2023-02-21,2024-11-30,733174,2,CULTIVOS AGRICOLAS,TECNICO,PRESENCIAL,18,0,202402,0,648,21.3,2,2023,FALSE
19,REGIONAL CAUCA,9307,CENTRO DE COMERCIO Y SERVICIOS,12924620,2024-02-23,2025-12-15,233103,1,CONTROL DE LA SEGURIDAD DIGITAL.,TECNICO,PRESENCIAL,29,0,202402,0,661,21.7,2,2024,FALSE
54,REGIONAL NORTE DE SANTANDER,9119,CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO,12773021,2023-07-10,2024-10-09,733410,101,PRODUCCION AGROPECUARIA,TECNICO,PRESENCIAL,20,1,202402,0.05,457,15,7,2023,TRUE
63,REGIONAL QUINDIO,9120,CENTRO AGROINDUSTRIAL,12908665,2024-02-07,2024-03-11,51240087,1,ENGLISH DOES WORK - LEVEL 1,CURSO ESPECIAL,VIRTUAL,80,6,202402,0.075,33,1.1,2,2024,TRUE
11,REGIONAL DISTRITO CAPITAL,9216,CENTRO DE DISEÑO Y METROLOGIA,12923177,2024-02-23,2024-03-21,83210128,1,DISEÑO Y CONSTRUCCION DE TABLEROS DE DISTRIBUCION,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,27,0.9,2,2024,FALSE
76,REGIONAL VALLE,9126,CENTRO NAUTICO PESQUERO DE BUENAVENTURA,12822315,2023-10-02,2024-12-31,135303,1,ATENCION INTEGRAL AL CLIENTE,TECNICO,PRESENCIAL,30,0,202402,0,456,15,10,2023,FALSE
25,REGIONAL CUNDINAMARCA,9509,CENTRO DE DESARROLLO AGROINDUSTRIAL Y EMPRESARIAL,12916250,2024-02-22,2024-03-29,96151537,2,ELABORACION DE QUESOS FRESCOS,CURSO ESPECIAL,PRESENCIAL,27,0,202402,0,36,1.2,2,2024,FALSE
50,REGIONAL META,9532,CENTRO DE INDUSTRIA Y SERVICIOS DEL META,12718579,2023-03-06,2024-11-30,134400,2,ASISTENCIA EN ORGANIZACION DE ARCHIVOS .,TECNICO,PRESENCIAL,35,0,202402,0,635,20.9,3,2023,FALSE
15,REGIONAL BOYACA,9305,CENTRO DE GESTION ADMINISTRATIVA Y FORTALECIMIENTO EMPRESARIAL,12693740,2023-03-01,2024-12-13,233101,1,SISTEMAS.,TECNICO,PRESENCIAL,21,0,202402,0,653,21.5,3,2023,FALSE
73,REGIONAL TOLIMA,9226,CENTRO DE INDUSTRIA Y CONSTRUCCION,12914919,2024-02-15,2024-02-26,33110233,2,PRIMEROS AUXILIOS,CURSO ESPECIAL,PRESENCIAL,35,0,202402,0,11,0.4,2,2024,FALSE
11,REGIONAL DISTRITO CAPITAL,9406,"CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS",12916108,2024-02-15,2024-02-23,63550051,1,COCINA BASICA NIVEL 1,CURSO ESPECIAL,PRESENCIAL,20,9,202402,0.45,8,0.3,2,2024,TRUE
11,REGIONAL DISTRITO CAPITAL,9404,CENTRO DE GESTION ADMINISTRATIVA,12711838,2023-04-17,2025-04-16,621201,102,GESTION EMPRESARIAL,TECNOLOGO,PRESENCIAL,26,1,202402,0.038461538461538464,730,24,4,2023,TRUE
76,REGIONAL VALLE,9124,CENTRO AGROPECUARIO DE BUGA,12895502,2023-12-04,2026-03-03,222319,1,PREVENCION Y CONTROL AMBIENTAL,TECNOLOGO,A DISTANCIA,26,0,202402,0,820,27,12,2023,FALSE
86,REGIONAL PUTUMAYO,9518,CENTRO AGROFORESTAL Y ACUICOLA ARAPAIMA,12876590,2024-01-22,2026-01-21,122115,100,GESTION ADMINISTRATIVA,TECNOLOGO,PRESENCIAL,25,0,202402,0,730,24,1,2024,FALSE
11,REGIONAL DISTRITO CAPITAL,9405,CENTRO DE SERVICIOS FINANCIEROS,12702935,2023-02-16,2024-12-16,134101,2,ASISTENCIA ADMINISTRATIVA .,TECNICO,PRESENCIAL,28,0,202402,0,669,22,2,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9215,CENTRO DE MATERIALES Y ENSAYOS,12669918,2023-01-23,2024-04-22,834401,2,CARPINTERIA METALICA,TECNICO,PRESENCIAL,9,0,202402,0,455,15,1,2023,FALSE
44,REGIONAL GUAJIRA,9524,CENTRO AGROEMPRESARIAL Y ACUICOLA,12671686,2023-01-23,2024-04-22,134101,2,ASISTENCIA ADMINISTRATIVA .,TECNICO,PRESENCIAL,21,0,202402,0,455,15,1,2023,FALSE
5,REGIONAL ANTIOQUIA,9301,CENTRO DE COMERCIO,12721682,2023-03-27,2025-06-26,124100,1,DESARROLLO PUBLICITARIO,TECNOLOGO,VIRTUAL,22,2,202402,0.09090909090909091,822,27,3,2023,TRUE
41,REGIONAL HUILA,9528,CENTRO DE GESTION Y DESARROLLO SOSTENIBLE SURCOLOMBIANO,12771171,2023-07-10,2025-01-09,331120,3,ENFERMERIA.,TECNICO,PRESENCIAL,25,0,202402,0,549,18.1,7,2023,FALSE
8,REGIONAL ATLANTICO,9208,CENTRO INDUSTRIAL Y DE AVIACION,12717529,2023-03-06,2024-12-16,233101,1,SISTEMAS.,TECNICO,PRESENCIAL,34,0,202402,0,651,21.4,3,2023,FALSE
73,REGIONAL TOLIMA,9310,CENTRO DE COMERCIO Y SERVICIOS,12908412,2024-02-07,2024-03-11,52210016,1,FOTOGRAFIA BASICA DE PRODUCTOS PARA REDES SOCIALES.,CURSO ESPECIAL,VIRTUAL,80,7,202402,0.0875,33,1.1,2,2024,TRUE
47,REGIONAL MAGDALENA,9529,CENTRO DE LOGISTICA Y PROMOCION ECOTURISTICA DEL MAGDALENA,12698545,2023-02-08,2024-12-16,233101,1,SISTEMAS.,TECNICO,PRESENCIAL,31,0,202402,0,677,22.3,2,2023,FALSE
19,REGIONAL CAUCA,9113,CENTRO AGROPECUARIO,12916840,2024-02-16,2024-03-21,33130161,1,SISTEMA DE GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO SG-SST,CURSO ESPECIAL,VIRTUAL,80,2,202402,0.025,34,1.1,2,2024,TRUE
63,REGIONAL QUINDIO,9120,CENTRO AGROINDUSTRIAL,12876118,2024-01-22,2025-01-21,221109,2,ANALISIS DE MUESTRAS QUIMICAS,TECNICO,PRESENCIAL,20,2,202402,0.1,365,12,1,2024,TRUE
68,REGIONAL SANTANDER,9224,CENTRO INDUSTRIAL DE MANTENIMIENTO INTEGRAL,12823926,2023-10-02,2024-12-31,834258,1,SOLDADURA DE PRODUCTOS METALICOS EN PLATINA,TECNICO,PRESENCIAL,26,7,202402,0.2692307692307692,456,15,10,2023,TRUE
73,REGIONAL TOLIMA,9226,CENTRO DE INDUSTRIA Y CONSTRUCCION,12658499,2022-10-17,2024-01-16,838318,1,MANTENIMIENTO DE MOTOCICLETAS Y MOTOCARROS.,TECNICO,PRESENCIAL,26,0,202402,0,456,15,10,2022,FALSE
27,REGIONAL CHOCO,9522,"CENTRO DE RECURSOS NATURALES, INDUSTRIA Y BIODIVERSIDAD",12925116,2024-02-24,2024-02-28,76130569,2,BUENAS PRACTICAS AGRICOLAS.,CURSO ESPECIAL,PRESENCIAL,27,0,202402,0,4,0.1,2,2024,FALSE
8,REGIONAL ATLANTICO,9208,CENTRO INDUSTRIAL Y DE AVIACION,12699543,2023-02-06,2025-05-05,522309,1,DESARROLLO DE MEDIOS GRAFICOS VISUALES,TECNOLOGO,PRESENCIAL,26,1,202402,0.038461538461538464,819,26.9,2,2023,TRUE
25,REGIONAL CUNDINAMARCA,9513,CENTRO DE DESARROLLO AGROEMPRESARIAL,12929013,2024-02-27,2024-03-06,41311435,1,TECNICAS DE PREPARACION DE BEBIDAS A BASE DE CAFE,CURSO ESPECIAL,PRESENCIAL,24,0,202402,0,8,0.3,2,2024,FALSE
17,REGIONAL CALDAS,9112,CENTRO PARA LA FORMACION CAFETERA,12928014,2024-02-26,2024-06-27,96151388,1,TRANSFORMAR TECNICAMENTE FRUTAS Y HORTALIZAS,CURSO ESPECIAL,PRESENCIAL,26,0,202402,0,122,4,2,2024,FALSE
11,REGIONAL DISTRITO CAPITAL,9406,"CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS",12620491,2022-10-06,2025-01-05,921700,2,CONTROL DE CALIDAD EN LA INDUSTRIA DE ALIMENTOS,TECNOLOGO,PRESENCIAL,13,0,202402,0,822,27,10,2022,FALSE
8,REGIONAL ATLANTICO,9302,CENTRO DE COMERCIO Y SERVICIOS,12919145,2024-02-06,2024-02-29,96151529,2,HIGIENE Y MANIPULACION DE ALIMENTOS.,CURSO ESPECIAL,PRESENCIAL,40,0,202402,0,23,0.8,2,2024,FALSE
11,REGIONAL DISTRITO CAPITAL,9214,CENTRO METALMECANICO,12906948,2024-02-06,2024-03-08,51240087,1,ENGLISH DOES WORK - LEVEL 1,CURSO ESPECIAL,VIRTUAL,80,3,202402,0.0375,31,1,2,2024,TRUE
41,REGIONAL HUILA,9526,CENTRO DE DESARROLLO AGROEMPRESARIAL Y TURISTICO DEL HUILA,12731502,2023-03-16,2024-12-16,838200,1,MANTENIMIENTO ELECTRICO Y CONTROL ELECTRONICO DE AUTOMOTORES,TECNICO,PRESENCIAL,34,0,202402,0,641,21.1,3,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9405,CENTRO DE SERVICIOS FINANCIEROS,12910844,2024-02-09,2024-03-13,51240087,1,ENGLISH DOES WORK - LEVEL 1,CURSO ESPECIAL,VIRTUAL,80,3,202402,0.0375,33,1.1,2,2024,TRUE
20,REGIONAL CESAR,9521,CENTRO DE OPERACION Y MANTENIMIENTO MINERO,12739670,2023-03-30,2024-12-13,222321,1,PROMOTORIA EN MANEJO AMBIENTAL,TECNICO,PRESENCIAL,22,0,202402,0,624,20.5,3,2023,FALSE
8,REGIONAL ATLANTICO,9208,CENTRO INDUSTRIAL Y DE AVIACION,12620679,2022-10-06,2025-01-05,524300,1,DESARROLLO DE COLECCIONES PARA LA INDUSTRIA DE LA MODA.,TECNOLOGO,PRESENCIAL,24,0,202402,0,822,27,10,2022,FALSE
41,REGIONAL HUILA,9528,CENTRO DE GESTION Y DESARROLLO SOSTENIBLE SURCOLOMBIANO,12922895,2024-02-22,2025-11-28,838200,1,MANTENIMIENTO ELECTRICO Y CONTROL ELECTRONICO DE AUTOMOTORES,TECNICO,PRESENCIAL,29,0,202402,0,645,21.2,2,2024,FALSE
11,REGIONAL DISTRITO CAPITAL,9406,"CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS",12909550,2024-02-08,2024-03-12,51240087,1,ENGLISH DOES WORK - LEVEL 1,CURSO ESPECIAL,VIRTUAL,80,1,202402,0.0125,33,1.1,2,2024,TRUE
54,REGIONAL NORTE DE SANTANDER,9537,"CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS",12715109,2023-03-21,2024-12-06,233101,1,SISTEMAS.,TECNICO,PRESENCIAL,26,0,202402,0,626,20.6,3,2023,FALSE
8,REGIONAL ATLANTICO,9302,CENTRO DE COMERCIO Y SERVICIOS,12905165,2024-02-01,2024-02-28,11220133,2,AUDITORIA INTERNA DE CALIDAD - NTC ISO 9001,CURSO ESPECIAL,VIRTUAL,80,60,202402,0.75,27,0.9,2,2024,TRUE
11,REGIONAL DISTRITO CAPITAL,9403,CENTRO DE FORMACION DE TALENTO HUMANO EN SALUD,12449327,2022-01-24,2024-04-23,121104,1,GESTION ADMINISTRATIVA DEL SECTOR SALUD.,TECNOLOGO,PRESENCIAL,18,0,202402,0,820,27,1,2022,FALSE
63,REGIONAL QUINDIO,9231,CENTRO PARA EL DESARROLLO TECNOLOGICO DE LA CONSTRUCCION Y LA INDUSTRIA,12906264,2024-02-05,2024-03-01,83810343,1,DESCRIPCION Y FUNCIONAMIENTO DEL MOTOR DE COMBUSTION INTERNA A GASOLINA (ARQUITECTURA),CURSO ESPECIAL,VIRTUAL,80,4,202402,0.05,25,0.8,2,2024,TRUE
66,REGIONAL RISARALDA,9308,CENTRO DE COMERCIO Y SERVICIOS,12711093,2023-04-17,2024-07-16,637200,1,.ATENCION INTEGRAL A LA PRIMERA INFANCIA,TECNICO,PRESENCIAL,24,0,202402,0,456,15,4,2023,FALSE
17,REGIONAL CALDAS,9515,CENTRO PECUARIO Y AGROEMPRESARIAL,12720323,2023-03-06,2024-12-16,233101,1,SISTEMAS.,TECNICO,PRESENCIAL,28,0,202402,0,651,21.4,3,2023,FALSE
41,REGIONAL HUILA,9527,"CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS",12915740,2024-02-22,2025-11-30,233104,2,PROGRAMACION DE SOFTWARE .,TECNICO,PRESENCIAL,28,0,202402,0,647,21.3,2,2024,FALSE
13,REGIONAL BOLIVAR,9104,CENTRO AGROEMPRESARIAL Y MINERO,12924669,2024-02-28,2024-03-26,11210051,1,DESARROLLO DE LA INTELIGENCIA EMOCIONAL EN LO PERSONAL Y LABORAL.,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,27,0.9,2,2024,FALSE
54,REGIONAL NORTE DE SANTANDER,9537,"CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS",12618160,2022-10-06,2025-01-05,123101,1,GESTION CONTABLE Y DE INFORMACION FINANCIERA,TECNOLOGO,PRESENCIAL,19,0,202402,0,822,27,10,2022,FALSE
76,REGIONAL VALLE,9229,CENTRO DE DISEÑO TECNOLOGICO INDUSTRIAL,12675928,2022-11-21,2024-06-21,228123,1,PROGRAMACION DE APLICACIONES PARA DISPOSITIVOS MOVILES,TECNICO,VIRTUAL,10,1,202402,0.1,578,19,11,2022,TRUE
17,REGIONAL CALDAS,9219,CENTRO DE AUTOMATIZACION INDUSTRIAL,12773874,2023-07-10,2024-10-09,225223,1,MODELADO DIGITAL DE PRODUCTOS INDUSTRIALES,TECNICO,PRESENCIAL,23,0,202402,0,457,15,7,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9508,CENTRO DE FORMACION EN ACTIVIDAD FISICA Y CULTURA,12931288,2024-02-28,2024-03-26,51320102,1,FUNDAMENTACION EN TECNICA VOCAL,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,27,0.9,2,2024,FALSE
73,REGIONAL TOLIMA,9310,CENTRO DE COMERCIO Y SERVICIOS,12694414,2023-01-23,2024-06-16,822202,1,GESTION LOGISTICA,TECNOLOGO,PRESENCIAL,34,0,202402,0,510,16.8,1,2023,FALSE
76,REGIONAL VALLE,9543,CENTRO DE TECNOLOGIAS AGROINDUSTRIALES,12912193,2024-02-22,2024-05-09,73310018,1,PRACTICAS DE CALIDAD PARA EL BENEFICIO DEL CAFE,CURSO ESPECIAL,PRESENCIAL,15,0,202402,0,77,2.5,2,2024,FALSE
19,REGIONAL CAUCA,9307,CENTRO DE COMERCIO Y SERVICIOS,12875712,2024-01-22,2026-04-21,121104,1,GESTION ADMINISTRATIVA DEL SECTOR SALUD.,TECNOLOGO,PRESENCIAL,30,0,202402,0,820,27,1,2024,FALSE
8,REGIONAL ATLANTICO,9207,CENTRO NACIONAL COLOMBO ALEMAN,12929018,2024-02-27,2024-03-29,51240090,1,ENGLISH DOES WORK - LEVEL 4,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,31,1,2,2024,FALSE
85,REGIONAL CASANARE,9519,CENTRO AGROINDUSTRIAL Y FORTALECIMIENTO EMPRESARIAL DE CASANARE,12675336,2023-01-23,2025-01-22,122115,100,GESTION ADMINISTRATIVA,TECNOLOGO,PRESENCIAL,26,0,202402,0,730,24,1,2023,FALSE
41,REGIONAL HUILA,9527,"CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS",12927641,2024-02-27,2024-03-29,51240090,1,ENGLISH DOES WORK - LEVEL 4,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,31,1,2,2024,FALSE
13,REGIONAL BOLIVAR,9304,CENTRO DE COMERCIO Y SERVICIOS,12805921,2023-08-14,2025-11-14,228118,1,ANALISIS Y DESARROLLO DE SOFTWARE.,TECNOLOGO,VIRTUAL,44,0,202402,0,823,27.1,8,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9212,CENTRO DE MANUFACTURA EN TEXTILES Y CUERO,12711390,2023-04-17,2024-07-16,935301,1,FABRICACION INDUSTRIAL DE MARROQUINERIA,TECNICO,PRESENCIAL,21,1,202402,0.047619047619047616,456,15,4,2023,TRUE
25,REGIONAL CUNDINAMARCA,9513,CENTRO DE DESARROLLO AGROEMPRESARIAL,12927258,2024-02-27,2024-03-29,51240091,1,ENGLISH DOES WORK - LEVEL 5,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,31,1,2,2024,FALSE
19,REGIONAL CAUCA,9113,CENTRO AGROPECUARIO,12773978,2023-07-10,2025-07-09,722143,1,PRODUCCION AGROPECUARIA ECOLOGICA,TECNOLOGO,PRESENCIAL,23,0,202402,0,730,24,7,2023,FALSE
44,REGIONAL GUAJIRA,9222,CENTRO INDUSTRIAL Y DE ENERGIAS ALTERNATIVAS,12823000,2023-10-02,2025-10-01,122115,100,GESTION ADMINISTRATIVA,TECNOLOGO,PRESENCIAL,30,0,202402,0,730,24,10,2023,FALSE
73,REGIONAL TOLIMA,9226,CENTRO DE INDUSTRIA Y CONSTRUCCION,12923052,2024-02-28,2024-03-27,21720017,2,CRM - LA ADMINISTRACION DE LA RELACION CON LOS CLIENTES,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,28,0.9,2,2024,FALSE
25,REGIONAL CUNDINAMARCA,9232,CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA,12732085,2023-03-17,2024-12-13,832102,1,ELECTRICISTA INDUSTRIAL,TECNICO,PRESENCIAL,22,0,202402,0,637,21,3,2023,FALSE
25,REGIONAL CUNDINAMARCA,9509,CENTRO DE DESARROLLO AGROINDUSTRIAL Y EMPRESARIAL,12929993,2024-02-27,2024-03-29,33110059,4,HUMANIZACION DE LA ATENCION EN SALUD,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,31,1,2,2024,FALSE
95,REGIONAL GUAVIARE,9533,"CENTRO DE DESARROLLO AGROINDUSTRIAL, TURISTICO Y TECNOLOGICO DEL GUAVIARE",12848525,2023-11-07,2025-11-06,121202,101,GESTION BANCARIA Y DE ENTIDADES FINANCIERAS,TECNOLOGO,PRESENCIAL,24,0,202402,0,730,24,11,2023,FALSE
54,REGIONAL NORTE DE SANTANDER,9119,CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO,12912280,2024-02-12,2024-02-29,13310080,1,APLICACION DE OPERACIONES CONTABLES BASICAS,CURSO ESPECIAL,PRESENCIAL,29,0,202402,0,17,0.6,2,2024,FALSE
76,REGIONAL VALLE,9125,CENTRO LATINOAMERICANO DE ESPECIES MENORES,12913872,2024-02-16,2024-11-29,73340239,3,PRODUCCION AGROPECUARIA ECOLOGICA PARA LA SOBERANIA ALIMENTARIA,CURSO ESPECIAL,PRESENCIAL,25,0,202402,0,287,9.4,2,2024,FALSE
66,REGIONAL RISARALDA,9121,CENTRO ATENCION SECTOR AGROPECUARIO,12773845,2023-07-10,2025-10-09,722148,1,GESTION DE LA PRODUCCION AGRICOLA,TECNOLOGO,PRESENCIAL,16,0,202402,0,822,27,7,2023,FALSE
54,REGIONAL NORTE DE SANTANDER,9537,"CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS",12712948,2023-03-21,2024-12-06,134101,2,ASISTENCIA ADMINISTRATIVA .,TECNICO,PRESENCIAL,40,0,202402,0,626,20.6,3,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9212,CENTRO DE MANUFACTURA EN TEXTILES Y CUERO,12914507,2024-02-14,2024-03-14,93530220,1,ELABORACION DE PORTADOCUMENTOS EN CUERO,CURSO ESPECIAL,PRESENCIAL,22,0,202402,0,29,1,2,2024,FALSE
20,REGIONAL CESAR,9114,CENTRO BIOTECNOLOGICO DEL CARIBE,12877038,2024-01-22,2026-04-21,921700,2,CONTROL DE CALIDAD EN LA INDUSTRIA DE ALIMENTOS,TECNOLOGO,PRESENCIAL,15,1,202402,0.06666666666666667,820,27,1,2024,TRUE
11,REGIONAL DISTRITO CAPITAL,9214,CENTRO METALMECANICO,12771538,2023-07-10,2024-10-09,837101,1,MECANICA DE MAQUINARIA INDUSTRIAL,TECNICO,PRESENCIAL,19,0,202402,0,457,15,7,2023,FALSE
5,REGIONAL ANTIOQUIA,9502,COMPLEJO TECNOLOGICO MINERO AGROEMPRESARIAL,12907286,2024-02-06,2024-03-08,51240087,1,ENGLISH DOES WORK - LEVEL 1,CURSO ESPECIAL,VIRTUAL,80,4,202402,0.05,31,1,2,2024,TRUE
11,REGIONAL DISTRITO CAPITAL,9209,CENTRO DE TECNOLOGIAS PARA LA CONSTRUCCION Y LA MADERA,12724921,2023-03-27,2024-06-26,133302,1,SERVICIOS Y OPERACIONES MICROFINANCIERAS,TECNICO,VIRTUAL,20,0,202402,0,457,15,3,2023,FALSE
76,REGIONAL VALLE,9544,CENTRO DE BIOTECNOLOGIA INDUSTRIAL,12915678,2024-02-20,2024-04-30,41311522,1,APLICACION DE LA ARQUITECTURA TRANSMEDIA EN LA ESCRITURA DE GUIONES,CURSO ESPECIAL,PRESENCIAL,21,0,202402,0,70,2.3,2,2024,FALSE
19,REGIONAL CAUCA,9221,CENTRO DE TELEINFORMATICA Y PRODUCCION INDUSTRIAL,12703135,2023-02-20,2024-12-13,134102,1,EMPRENDIMIENTO Y FOMENTO EMPRESARIAL,TECNICO,PRESENCIAL,29,0,202402,0,662,21.8,2,2023,FALSE
5,REGIONAL ANTIOQUIA,9101,CENTRO DE LOS RECURSOS NATURALES RENOVABLES - LA SALADA,12717734,2023-03-03,2024-12-16,633100,1,OPERACION TURISTICA LOCAL,TECNICO,PRESENCIAL,23,0,202402,0,654,21.5,3,2023,FALSE
88,REGIONAL SAN ANDRES,9539,CENTRO DE FORMACION TURISTICA GENTE DE MAR Y DE SERVICIOS,12834471,2023-09-11,2024-12-10,133100,2,CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.,TECNICO,VIRTUAL,54,0,202402,0,456,15,9,2023,FALSE
5,REGIONAL ANTIOQUIA,9402,CENTRO DE SERVICIOS Y GESTION EMPRESARIAL,12795564,2023-07-17,2025-10-17,124100,1,DESARROLLO PUBLICITARIO,TECNOLOGO,VIRTUAL,48,1,202402,0.020833333333333332,823,27.1,7,2023,TRUE
15,REGIONAL BOYACA,9305,CENTRO DE GESTION ADMINISTRATIVA Y FORTALECIMIENTO EMPRESARIAL,12693759,2023-03-01,2024-12-13,633409,1,SERVICIOS DE ALOJAMIENTO,TECNICO,PRESENCIAL,37,0,202402,0,653,21.5,3,2023,FALSE
66,REGIONAL RISARALDA,9223,CENTRO DE DISEÑO E INNOVACION TECNOLOGICA INDUSTRIAL,12876674,2024-01-22,2025-04-21,524704,1,INTEGRACION DE CONTENIDOS DIGITALES.,TECNICO,PRESENCIAL,23,3,202402,0.13043478260869565,455,15,1,2024,TRUE
20,REGIONAL CESAR,9520,CENTRO AGROEMPRESARIAL,12671394,2023-01-23,2024-01-22,836114,1,CONSTRUCCION DE EDIFICACIONES,TECNICO,PRESENCIAL,27,0,202402,0,364,12,1,2023,FALSE
73,REGIONAL TOLIMA,9123,CENTRO AGROPECUARIO LA GRANJA,12694919,2023-01-23,2024-11-30,936161,1,AGROINDUSTRIA ALIMENTARIA,TECNICO,PRESENCIAL,24,0,202402,0,677,22.3,1,2023,FALSE
25,REGIONAL CUNDINAMARCA,9232,CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA,12915360,2024-02-23,2024-04-19,73311563,3,MANEJO RACIONAL DE PLAGUICIDAS,CURSO ESPECIAL,PRESENCIAL,28,0,202402,0,56,1.8,2,2024,FALSE
25,REGIONAL CUNDINAMARCA,9510,CENTRO AGROECOLOGICO Y EMPRESARIAL,12712443,2023-02-25,2024-12-20,733193,1,SISTEMAS AGROPECUARIOS ECOLOGICOS.,TECNICO,PRESENCIAL,17,0,202402,0,664,21.8,2,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9213,CENTRO DE TECNOLOGIAS DEL TRANSPORTE,12742791,2023-04-17,2024-07-16,837304,1,"MANTENIMIENTO DE EQUIPO PESADO PARA INFRAESTRUCTURA, MINERIA Y TRANSPORTE.",TECNICO,PRESENCIAL,30,0,202402,0,456,15,4,2023,FALSE
20,REGIONAL CESAR,9520,CENTRO AGROEMPRESARIAL,12827223,2023-10-02,2025-12-31,123101,1,GESTION CONTABLE Y DE INFORMACION FINANCIERA,TECNOLOGO,PRESENCIAL,23,1,202402,0.043478260869565216,821,27,10,2023,TRUE
11,REGIONAL DISTRITO CAPITAL,9217,CENTRO PARA LA INDUSTRIA DE LA COMUNICACION GRAFICA,12904889,2024-02-10,2024-03-09,52410368,1,CREACION DE FOTOMONTAJES EN PHOTOSHOP,CURSO ESPECIAL,PRESENCIAL,30,0,202402,0,28,0.9,2,2024,FALSE
41,REGIONAL HUILA,9527,"CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS",12919917,2024-02-20,2024-03-22,62360005,1,CARACTERIZACION DE AUDIENCIA PARA CAMPAÑAS DIGITALES,CURSO ESPECIAL,VIRTUAL,80,2,202402,0.025,31,1,2,2024,TRUE
50,REGIONAL META,9117,CENTRO AGROINDUSTRIAL DEL META,12729185,2023-03-16,2024-03-31,836114,1,CONSTRUCCION DE EDIFICACIONES,TECNICO,PRESENCIAL,19,0,202402,0,381,12.5,3,2023,FALSE
20,REGIONAL CESAR,9521,CENTRO DE OPERACION Y MANTENIMIENTO MINERO,12731815,2023-03-18,2024-12-13,133100,2,CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.,TECNICO,PRESENCIAL,26,0,202402,0,636,20.9,3,2023,FALSE
5,REGIONAL ANTIOQUIA,9504,"COMPLEJO TECNOLOGICO AGROINDUSTRIAL, PECUARIO Y TURISTICO",12879778,2023-11-20,2026-02-19,124100,1,DESARROLLO PUBLICITARIO,TECNOLOGO,VIRTUAL,35,2,202402,0.05714285714285714,822,27,11,2023,TRUE
5,REGIONAL ANTIOQUIA,9402,CENTRO DE SERVICIOS Y GESTION EMPRESARIAL,12503427,2022-04-18,2024-07-17,621600,1,COORDINACION DE SERVICIOS HOTELEROS,TECNOLOGO,PRESENCIAL,8,0,202402,0,821,27,4,2022,FALSE
76,REGIONAL VALLE,9126,CENTRO NAUTICO PESQUERO DE BUENAVENTURA,12906732,2024-02-05,2024-02-16,83230029,1,FUNDAMENTOS DE ELECTRICIDAD,CURSO ESPECIAL,PRESENCIAL,23,0,202402,0,11,0.4,2,2024,FALSE
